screen_id,title,section,phase,implementation,api_contract,widget_test,accessibility,visual_qa,product_approval,notes
DB-GAME-014,Reconnecting,Live gameplay,PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-00 | VIS-06 | VIS-07
DB-GAME-015,State resync,Live gameplay,PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-06
DB-GAME-016,App resumed,Live gameplay,PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-00 | VIS-06 | VIS-07
DB-GAME-017,Low time warning,Live gameplay,PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-00 | VIS-06 | VIS-07
DB-GAME-018,Timeout imminent,Live gameplay,PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-00 | VIS-06 | VIS-07
DB-GAME-019,Match chat,Live gameplay,PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-00 | VIS-12
DB-GAME-020,Match menu,Live gameplay,PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-00 | VIS-12
DB-RESULT-001,Victory,Results & settlement,PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-00 | VIS-07
DB-RESULT-002,Defeat,Results & settlement,PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-00
DB-RESULT-003,Draw result,Results & settlement,PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-07
DB-RESULT-004,Timeout result,Results & settlement,PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-07
DB-RESULT-005,Resignation result,Results & settlement,PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-07
DB-RESULT-006,Disconnect forfeit,Results & settlement,PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-07 | VIS-12
DB-RESULT-007,System-cancelled match,Results & settlement,PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-00 | VIS-12
DB-RESULT-008,Settlement processing,Results & settlement,PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-07
DB-RESULT-009,Settlement complete,Results & settlement,PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-07
DB-RESULT-010,Settlement delayed,Results & settlement,PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-07
DB-RESULT-011,Match receipt,Results & settlement,PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-00 | VIS-12
DB-RESULT-012,Share result,Results & settlement,PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-07 | VIS-12
DB-WALLET-001,Wallet,Wallet & deposits,PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-04
DB-WALLET-002,Add money,Wallet & deposits,PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-04
DB-WALLET-003,Payment method,Wallet & deposits,PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-04
DB-WALLET-004,Hosted checkout,Wallet & deposits,PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-04 | VIS-13
DB-WALLET-005,Deposit processing,Wallet & deposits,PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-04
DB-WALLET-006,Deposit successful,Wallet & deposits,PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-04 | VIS-08 | VIS-13
DB-WALLET-007,Deposit failed,Wallet & deposits,PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-04
DB-WALLET-008,Deposit pending,Wallet & deposits,PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-04
DB-WALLET-009,Transaction history,Wallet & deposits,PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-04 | VIS-10
DB-WALLET-010,Transaction filters,Wallet & deposits,PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-04
DB-WALLET-011,Deposit details,Wallet & deposits,PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-04 | VIS-08 | VIS-13
DB-WALLET-012,Stake details,Wallet & deposits,PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-04 | VIS-13
DB-WALLET-013,Payout details,Wallet & deposits,PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-04 | VIS-13
DB-WALLET-014,Locked funds,Wallet & deposits,PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-04
DB-WALLET-015,Wallet unavailable,Wallet & deposits,PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-04
DB-WITHDRAW-001,Withdraw money,Withdrawals,PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-04
DB-WITHDRAW-002,Select bank account,Withdrawals,PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-04
DB-WITHDRAW-003,Add bank account,Withdrawals,PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-05
DB-WITHDRAW-004,Verifying bank account,Withdrawals,PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-05 | VIS-14
DB-WITHDRAW-005,Withdrawal review,Withdrawals,PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-05
DB-WITHDRAW-006,Verification required,Withdrawals,PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-05 | VIS-06
DB-WITHDRAW-007,Withdrawal pending review,Withdrawals,PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-05 | VIS-14
DB-WITHDRAW-008,Withdrawal processing,Withdrawals,PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-05
DB-WITHDRAW-009,Withdrawal successful,Withdrawals,PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-05 | VIS-13
DB-WITHDRAW-010,Withdrawal reversed,Withdrawals,PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-05 | VIS-14
DB-WITHDRAW-011,Withdrawal limit reached,Withdrawals,PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-05
DB-KYC-001,Verify your identity,KYC & compliance,PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-05
DB-KYC-002,Personal details,KYC & compliance,PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-05
DB-KYC-003,Select ID type,KYC & compliance,PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-05
DB-KYC-004,Capture ID front,KYC & compliance,PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-05 | VIS-06
DB-KYC-005,Capture ID back,KYC & compliance,PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-05 | VIS-06
DB-KYC-006,Selfie check,KYC & compliance,PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-05
DB-KYC-007,Verification processing,KYC & compliance,PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-06
DB-KYC-008,Identity verified,KYC & compliance,PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-05 | VIS-06
DB-KYC-009,Verification rejected,KYC & compliance,PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-06
DB-KYC-010,Verification expired,KYC & compliance,PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-06
DB-ACCOUNT-001,Match history,"History, account & disputes",PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-00 | VIS-10 | VIS-12
DB-ACCOUNT-002,No match history,"History, account & disputes",PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-00 | VIS-12
DB-ACCOUNT-003,Match details,"History, account & disputes",PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-00 | VIS-12
DB-ACCOUNT-004,Move history,"History, account & disputes",PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-12
DB-ACCOUNT-005,Report match,"History, account & disputes",PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-00 | VIS-12
DB-ACCOUNT-006,Dispute reason,"History, account & disputes",PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-12
DB-ACCOUNT-007,Add evidence,"History, account & disputes",PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-12 | VIS-08
DB-ACCOUNT-008,Dispute submitted,"History, account & disputes",PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-12
DB-ACCOUNT-009,Dispute status,"History, account & disputes",PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-12
